"","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","humidity","pressure","windSpeed","windGust","windBearing","cloudCover","uvIndex","visibility","ozone","precipType"
"256",2020-01-11 15:00:00,"Clear","clear-day",0.006,0.01,18.02,18.02,2.76,0.36,1017.6,3.11,3.92,304,0.08,2,16.093,262.9,"rain"
"257",2020-01-11 16:00:00,"Clear","clear-day",0,0,17.55,17.55,3.84,0.4,1017.4,2.79,3.92,300,0.07,1,16.093,263.9,NA
"258",2020-01-11 17:00:00,"Clear","clear-day",0,0,16.51,16.51,4.97,0.46,1017.6,2.3,3.39,297,0.08,0,16.093,263.6,NA
"259",2020-01-11 18:00:00,"Clear","clear-night",0,0,15.58,15.58,5.4,0.51,1018.3,1.79,2.9,299,0.07,0,16.093,263.1,NA
"260",2020-01-11 19:00:00,"Clear","clear-night",0,0,14.38,14.38,5.28,0.54,1018.9,1.54,3.04,310,0.04,0,16.093,264.3,NA
"261",2020-01-11 20:00:00,"Clear","clear-night",0,0,12.68,12.68,5.02,0.6,1019.4,1.46,3.16,324,0.01,0,16.093,265.2,NA
"262",2020-01-11 21:00:00,"Clear","clear-night",0,0,11.53,11.53,4.97,0.64,1019.8,1.35,3.08,333,0,0,16.093,265.7,NA
"263",2020-01-11 22:00:00,"Clear","clear-night",0,0,10.74,10.74,4.96,0.68,1019.7,1.22,2.79,337,0.01,0,16.093,265.6,NA
"264",2020-01-11 23:00:00,"Clear","clear-night",0,0,10.09,10.09,4.9,0.7,1019.6,1.13,2.51,340,0.02,0,16.093,265.4,NA
"265",2020-01-12 00:00:00,"Clear","clear-night",0,0,9.49,9.49,4.88,0.73,1019.5,1.01,2.04,349,0.04,0,16.093,264.6,NA
"266",2020-01-12 01:00:00,"Clear","clear-night",0,0,9.02,9.02,4.82,0.75,1019.3,0.97,1.81,359,0.06,0,16.093,264.4,NA
"267",2020-01-12 02:00:00,"Clear","clear-night",0,0,8.6,8.6,4.61,0.76,1018.9,1.06,2.09,337,0.09,0,16.093,265.6,NA
"268",2020-01-12 03:00:00,"Clear","clear-night",0,0,8.14,8.19,4.38,0.77,1018.5,1.21,2.35,325,0.08,0,16.093,265.9,NA
"269",2020-01-12 04:00:00,"Clear","clear-night",0,0,7.57,7.2,4.07,0.78,1018.2,1.43,2.66,305,0.05,0,16.093,265.3,NA
"270",2020-01-12 05:00:00,"Clear","clear-night",0,0,6.87,5.92,3.66,0.8,1018,1.61,2.96,283,0.03,0,16.093,264.9,NA
"271",2020-01-12 06:00:00,"Clear","clear-night",0,0,7.81,6.83,4.31,0.79,1018,1.81,3.27,301,0.1,0,16.093,265,NA
"272",2020-01-12 07:00:00,"Clear","clear-night",0,0,8.65,7.83,4.75,0.77,1018.4,1.78,3.35,276,0.29,0,16.093,265.8,NA
"273",2020-01-12 08:00:00,"Partly Cloudy","partly-cloudy-day",0,0,8.4,7.74,4.32,0.75,1018.5,1.55,3.23,245,0.47,0,16.093,267,NA
"274",2020-01-12 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,9.76,9.51,4.47,0.7,1018.6,1.59,3.34,249,0.51,1,16.093,268,NA
"275",2020-01-12 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,12.66,12.69,4.74,0.59,1018.6,1.87,3.68,275,0.42,2,16.093,268.5,NA
"276",2020-01-12 11:00:00,"Clear","clear-day",0,0,15.99,15.99,4.34,0.46,1018.5,2.11,3.86,280,0.3,3,16.093,271,NA
"277",2020-01-12 12:00:00,"Clear","clear-day",0,0,18.74,18.74,2.94,0.35,1017.8,2.19,3.81,213,0.23,4,16.093,273.3,NA
"278",2020-01-12 13:00:00,"Clear","clear-day",0,0,20.89,20.89,0.82,0.26,1016.5,2.21,3.69,204,0.18,4,16.093,272.6,NA
"279",2020-01-12 14:00:00,"Clear","clear-day",0,0,21.67,21.67,-0.62,0.23,1015.1,2.14,3.46,318,0.14,4,16.093,271.7,NA
"280",2020-01-12 15:00:00,"Clear","clear-day",0,0,21.26,21.26,-0.08,0.24,1014.1,1.92,3.11,268,0.13,2,16.093,271.6,NA
"281",2020-01-12 16:00:00,"Clear","clear-day",0,0,20.59,20.59,2.09,0.29,1013.6,1.54,2.64,260,0.14,1,16.093,272.1,NA
"282",2020-01-12 17:00:00,"Clear","clear-day",0.0058,0.01,19.37,19.37,3.98,0.36,1013.5,1.11,2.05,313,0.15,0,16.093,271.7,"rain"
"283",2020-01-12 18:00:00,"Clear","clear-night",0.0076,0.02,17.98,17.98,4.74,0.42,1014,1.03,1.54,357,0.14,0,16.093,271,"rain"
"284",2020-01-12 19:00:00,"Clear","clear-night",0.0062,0.01,16.35,16.35,5.11,0.47,1014.7,1.14,1.28,18,0.1,0,16.093,271.5,"rain"
"285",2020-01-12 20:00:00,"Clear","clear-night",0.0044,0.01,14.63,14.63,5.32,0.54,1015.1,1.15,1.22,48,0.05,0,16.093,271.8,"rain"
"286",2020-01-12 21:00:00,"Clear","clear-night",0,0,13.51,13.51,5.53,0.58,1015.1,1.38,1.41,61,0.03,0,16.093,271.7,NA
"287",2020-01-12 22:00:00,"Clear","clear-night",0.0062,0.01,12.85,12.85,5.66,0.62,1014.7,1.82,1.83,85,0.03,0,16.093,271.3,"rain"
"288",2020-01-12 23:00:00,"Clear","clear-night",0.0076,0.01,12.38,12.38,5.74,0.64,1014.1,2.27,2.31,108,0.02,0,16.093,270.8,"rain"
"289",2020-01-13 00:00:00,"Clear","clear-night",0,0,11.67,11.67,5.17,0.64,1014.4,2,2.36,121,0.02,0,16.093,270.9,NA
"290",2020-01-13 01:00:00,"Clear","clear-night",0,0,11.34,11.34,5.18,0.66,1013.7,2.08,2.41,124,0.05,0,16.093,271.9,NA
"291",2020-01-13 02:00:00,"Clear","clear-night",0,0,10.98,10.98,5.23,0.68,1013.1,2.12,2.42,124,0.07,0,16.093,273,NA
"292",2020-01-13 03:00:00,"Clear","clear-night",0,0,10.53,10.59,5.26,0.7,1012.4,2.14,2.37,122,0.08,0,16.093,273.5,NA
"293",2020-01-13 04:00:00,"Clear","clear-night",0,0,9.9,9.42,5.13,0.72,1012.1,2.1,2.2,121,0.08,0,16.093,273.4,NA
"294",2020-01-13 05:00:00,"Clear","clear-night",0.0043,0.01,9.32,8.63,5.53,0.77,1011.8,1.7,1.77,124,0.04,0,16.093,273.9,"rain"
"295",2020-01-13 06:00:00,"Clear","clear-night",0.0054,0.02,8.98,8.39,6.12,0.82,1011.7,1.59,1.96,131,0.18,0,16.093,275.3,"rain"
"296",2020-01-13 07:00:00,"Partly Cloudy","partly-cloudy-night",0.0041,0.01,8.77,7.61,6.17,0.84,1012.2,2.09,3.19,137,0.41,0,16.093,277.3,"rain"
"297",2020-01-13 08:00:00,"Partly Cloudy","partly-cloudy-day",0,0,9.3,8.65,6.33,0.82,1012.6,2.55,4.5,142,0.44,0,16.093,279.3,NA
"298",2020-01-13 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,11.24,11.32,6.71,0.74,1013,3.06,5.41,144,0.43,1,16.093,280.8,NA
"299",2020-01-13 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,14.15,14.15,7.15,0.63,1013.3,3.62,5.94,144,0.55,2,16.093,281.8,NA
"300",2020-01-13 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,16.93,16.93,7.74,0.55,1013.4,4.22,6.46,142,0.68,3,16.093,280.8,NA
"301",2020-01-13 12:00:00,"Mostly Cloudy","partly-cloudy-day",0.0215,0.02,18.86,18.86,8.55,0.51,1012.6,4.67,6.98,141,0.75,3,16.093,279.5,"rain"
"302",2020-01-13 13:00:00,"Overcast","cloudy",0.1689,0.09,19.87,19.87,9.62,0.52,1011.1,4.93,7.39,140,0.88,3,16.093,280.1,"rain"
"303",2020-01-13 14:00:00,"Overcast","cloudy",0.3926,0.15,20.47,20.47,10.83,0.54,1010,4.98,7.63,138,0.93,3,16.093,280.8,"rain"
"304",2020-01-13 15:00:00,"Overcast","cloudy",0.3845,0.17,20.54,20.54,11.86,0.58,1009.3,4.97,7.52,135,0.9,2,16.093,281.9,"rain"
"305",2020-01-13 16:00:00,"Mostly Cloudy","partly-cloudy-day",0.5837,0.22,20.01,20.01,12.86,0.63,1009.2,4.45,7.14,130,0.86,1,16.093,283.4,"rain"
"306",2020-01-13 17:00:00,"Possible Light Rain","rain",0.9206,0.29,19.2,19.2,13.35,0.69,1010.2,3.41,5.6,116,0.79,0,16.093,284.6,"rain"
"307",2020-01-13 18:00:00,"Possible Light Rain","rain",0.7774,0.32,18.1,18.1,13.23,0.73,1011.6,2.93,4.45,99,0.73,0,16.093,285.8,"rain"
"308",2020-01-13 19:00:00,"Possible Light Rain","rain",0.5704,0.4,16.82,16.82,13.15,0.79,1012.6,2.93,4.97,93,0.63,0,16.093,287.6,"rain"
"309",2020-01-13 20:00:00,"Possible Light Rain","rain",0.6215,0.53,15.74,15.74,13.23,0.85,1013.4,2.89,5.61,68,0.63,0,16.093,289.4,"rain"
"310",2020-01-13 21:00:00,"Possible Light Rain","rain",0.8632,0.61,15.08,15.08,13.21,0.89,1014.1,2.95,6.11,47,0.7,0,16.093,290.8,"rain"
"311",2020-01-13 22:00:00,"Possible Light Rain","rain",0.6671,0.5,14.76,14.76,12.96,0.89,1014.5,3.13,6.52,76,0.73,0,16.093,292.2,"rain"
"312",2020-01-13 23:00:00,"Possible Drizzle","rain",0.2139,0.29,14.59,14.59,12.63,0.88,1014.8,3.3,6.87,82,0.81,0,16.093,292.1,"rain"
"313",2020-01-14 00:00:00,"Mostly Cloudy","partly-cloudy-night",0.0802,0.15,14.44,14.44,12.5,0.88,1015,3.32,6.92,73,0.84,0,16.093,291.2,"rain"
"314",2020-01-14 01:00:00,"Overcast","cloudy",0.0683,0.14,14.26,14.26,12.36,0.88,1015,2.92,6.63,85,0.89,0,16.093,291,"rain"
"315",2020-01-14 02:00:00,"Overcast","cloudy",0.0961,0.14,14.1,14.1,11.93,0.87,1014.9,2.37,6.24,84,0.91,0,16.093,290.7,"rain"
"316",2020-01-14 03:00:00,"Overcast","cloudy",0.0963,0.08,13.86,13.86,11.57,0.86,1014.6,2.07,5.9,352,0.93,0,16.093,290.4,"rain"
"317",2020-01-14 04:00:00,"Overcast","cloudy",0.0692,0.03,13.53,13.53,11.39,0.87,1014.3,2.01,5.69,351,0.89,0,16.093,290.3,"rain"
"318",2020-01-14 05:00:00,"Mostly Cloudy","partly-cloudy-night",0.0524,0.04,12.67,12.67,10.71,0.88,1014.3,1.96,4.84,348,0.83,0,16.093,290.1,"rain"
"319",2020-01-14 06:00:00,"Mostly Cloudy","partly-cloudy-night",0.0351,0.05,11.79,11.79,10.09,0.89,1014.7,1.93,3.87,329,0.78,0,16.093,290.2,"rain"
"320",2020-01-14 07:00:00,"Mostly Cloudy","partly-cloudy-night",0.0128,0.03,11.37,11.37,10.16,0.92,1015.4,1.86,3.45,322,0.71,0,16.093,290.8,"rain"
"321",2020-01-14 08:00:00,"Mostly Cloudy","partly-cloudy-day",0.0034,0.01,11.64,11.64,10.26,0.91,1016.3,1.72,3,315,0.66,0,16.093,291.6,"rain"
"322",2020-01-14 09:00:00,"Partly Cloudy","partly-cloudy-day",0,0,12.84,12.84,10.5,0.86,1017.1,1.45,2.47,331,0.58,1,16.093,292.7,NA
"323",2020-01-14 10:00:00,"Partly Cloudy","partly-cloudy-day",0,0,14.61,14.61,11.27,0.8,1017.4,1.55,2.02,7,0.55,2,16.093,293.9,NA
"324",2020-01-14 11:00:00,"Mostly Cloudy","partly-cloudy-day",0,0,16.26,16.26,12.06,0.76,1017.4,1.89,1.89,13,0.61,3,16.093,294.9,NA
"325",2020-01-14 12:00:00,"Partly Cloudy","partly-cloudy-day",0,0,17.41,17.41,12.36,0.72,1016.7,1.75,1.75,46,0.59,4,16.093,295.6,NA
"326",2020-01-14 13:00:00,"Partly Cloudy","partly-cloudy-day",0.0113,0.02,18.63,18.63,12.46,0.67,1015.5,1.55,1.55,133,0.51,4,16.093,296.1,"rain"
"327",2020-01-14 14:00:00,"Partly Cloudy","partly-cloudy-day",0.0121,0.04,19.36,19.36,12.4,0.64,1014.5,1.53,1.53,232,0.38,3,16.093,296.6,"rain"
"328",2020-01-14 15:00:00,"Clear","clear-day",0.0025,0.01,19.58,19.58,12.39,0.63,1014.2,1.48,1.49,237,0.3,2,16.093,297.4,"rain"
"329",2020-01-14 16:00:00,"Clear","clear-day",0,0,19.37,19.37,12.51,0.65,1014,1.4,1.55,265,0.28,1,16.093,298.5,NA
"330",2020-01-14 17:00:00,"Clear","clear-day",0,0,18.44,18.44,12.07,0.66,1014.3,1.87,2.13,296,0.23,0,16.093,298.8,NA
"331",2020-01-14 18:00:00,"Clear","clear-night",0.004,0.01,17.3,17.3,11.55,0.69,1015,2.45,2.98,293,0.22,0,16.093,298.7,"rain"
"332",2020-01-14 19:00:00,"Clear","clear-night",0.004,0.01,16.22,16.22,11.42,0.73,1015.6,2.6,4.01,298,0.27,0,16.093,299.2,"rain"
"333",2020-01-14 20:00:00,"Clear","clear-night",0,0,15.23,15.23,11.22,0.77,1016.3,2.68,5.11,309,0.28,0,16.093,299.7,NA
"334",2020-01-14 21:00:00,"Clear","clear-night",0,0,14.35,14.35,10.99,0.8,1016.6,2.63,5.61,314,0.23,0,16.093,300.6,NA
"335",2020-01-14 22:00:00,"Clear","clear-night",0,0,13.56,13.56,10.78,0.83,1016.7,2.46,5.55,317,0.19,0,16.093,302,NA
"336",2020-01-14 23:00:00,"Clear","clear-night",0,0,12.82,12.82,10.55,0.86,1016.8,2.24,5.11,322,0.22,0,16.093,301.9,NA
"337",2020-01-15 00:00:00,"Clear","clear-night",0,0,12.16,12.16,10.35,0.89,1016.8,2.18,4.66,323,0.24,0,16.093,301,NA
"338",2020-01-15 01:00:00,"Clear","clear-night",0,0,11.67,11.67,9.98,0.89,1016.6,2.21,4.37,324,0.21,0,16.093,300.9,NA
"339",2020-01-15 02:00:00,"Clear","clear-night",0,0,11.31,11.31,9.36,0.88,1016.4,2.18,4.11,326,0.18,0,16.093,300.7,NA
"340",2020-01-15 03:00:00,"Clear","clear-night",0,0,10.97,10.97,8.86,0.87,1016.1,2.2,4.07,326,0.18,0,16.093,300.5,NA
"341",2020-01-15 04:00:00,"Clear","clear-night",0,0,10.62,10.69,8.52,0.87,1015.7,2.33,4.29,324,0.19,0,16.093,300.6,NA
"342",2020-01-15 05:00:00,"Clear","clear-night",0,0,10.12,9.54,8.09,0.87,1015.7,2.43,4.23,319,0.19,0,16.093,299.6,NA
"343",2020-01-15 06:00:00,"Clear","clear-night",0,0,9.51,8.31,7.65,0.88,1016.2,2.32,3.88,312,0.21,0,16.093,298.5,NA
"344",2020-01-15 07:00:00,"Clear","clear-night",0,0,9.01,7.97,7.38,0.9,1017,2.09,3.52,314,0.2,0,16.093,298.6,NA
"345",2020-01-15 08:00:00,"Clear","clear-day",0,0,9.12,8.17,7.13,0.87,1017.9,1.96,3.06,322,0.16,0,16.093,298.8,NA
"346",2020-01-15 09:00:00,"Clear","clear-day",0,0,10.51,10.1,7.3,0.81,1018.6,1.93,2.52,326,0.2,1,16.093,298.9,NA
"347",2020-01-15 10:00:00,"Clear","clear-day",0,0,13.05,13.1,8.18,0.72,1018.9,1.92,2.05,326,0.26,2,16.093,299.1,NA
"348",2020-01-15 11:00:00,"Partly Cloudy","partly-cloudy-day",0,0,15.62,15.62,9.01,0.65,1018.8,1.98,1.98,340,0.33,3,16.093,299.5,NA
"349",2020-01-15 12:00:00,"Partly Cloudy","partly-cloudy-day",0,0,17.47,17.47,9.07,0.58,1018.1,1.95,1.95,357,0.42,4,16.093,299.9,NA
"350",2020-01-15 13:00:00,"Partly Cloudy","partly-cloudy-day",0,0,18.91,18.91,8.54,0.51,1017.1,1.74,1.74,11,0.45,4,16.093,299.9,NA
"351",2020-01-15 14:00:00,"Partly Cloudy","partly-cloudy-day",0,0,19.34,19.34,8.12,0.48,1016.2,1.58,1.58,24,0.44,3,16.093,300,NA
"352",2020-01-15 15:00:00,"Partly Cloudy","partly-cloudy-day",0,0,19.2,19.2,8.14,0.49,1015.6,1.53,1.53,35,0.45,2,16.093,300.2,NA
"353",2020-01-15 16:00:00,"Partly Cloudy","partly-cloudy-day",0,0,19.14,19.14,8.45,0.5,1015.2,1.5,1.5,48,0.52,1,16.093,300.5,NA
"354",2020-01-15 17:00:00,"Partly Cloudy","partly-cloudy-day",0.0368,0.01,18.67,18.67,9.3,0.55,1015.2,1.61,1.63,45,0.53,0,16.093,301.4,"rain"
"355",2020-01-15 18:00:00,"Partly Cloudy","partly-cloudy-night",0.0352,0.01,17.97,17.97,9.88,0.59,1015.5,1.8,2.33,28,0.54,0,16.093,302.8,"rain"
"356",2020-01-15 19:00:00,"Mostly Cloudy","partly-cloudy-night",0.0228,0.02,17.24,17.24,9.68,0.61,1015.9,2,3.62,13,0.66,0,16.093,304.4,"rain"
"357",2020-01-15 20:00:00,"Mostly Cloudy","partly-cloudy-night",0.0553,0.03,16.6,16.6,9.39,0.62,1016.3,2.22,4.88,353,0.76,0,16.093,306,"rain"
"358",2020-01-15 21:00:00,"Mostly Cloudy","partly-cloudy-night",0.1096,0.05,16.02,16.02,9.12,0.64,1016.5,2.2,5.3,340,0.82,0,16.093,307.1,"rain"
"359",2020-01-15 22:00:00,"Mostly Cloudy","partly-cloudy-night",0.2032,0.07,15.52,15.52,8.93,0.65,1016.5,2.03,4.97,356,0.85,0,16.093,308,"rain"
"360",2020-01-15 23:00:00,"Mostly Cloudy","partly-cloudy-night",0.2353,0.08,15.12,15.12,8.78,0.66,1016.4,1.85,3.97,21,0.85,0,16.093,307.7,"rain"
"361",2020-01-16 00:00:00,"Mostly Cloudy","partly-cloudy-night",0.2221,0.07,14.65,14.65,8.62,0.67,1016.2,1.79,3.76,34,0.87,0,16.093,307.3,"rain"
"362",2020-01-16 01:00:00,"Overcast","cloudy",0.2394,0.1,14.08,14.08,8.43,0.69,1016,1.91,3.53,35,0.88,0,16.093,305.2,"rain"
"363",2020-01-16 02:00:00,"Overcast","cloudy",0.2132,0.12,13.54,13.54,8.29,0.71,1015.7,2.07,3.9,34,0.89,0,16.093,304.3,"rain"
"364",2020-01-16 03:00:00,"Overcast","cloudy",0.2139,0.13,13.12,13.12,8.27,0.72,1015.2,2.19,4.16,33,0.93,0,16.093,304.5,"rain"
"365",2020-01-16 04:00:00,"Overcast","cloudy",0.2929,0.17,13.08,13.08,8.37,0.73,1014.6,2.63,4.37,31,0.92,0,16.093,305.9,"rain"
"366",2020-01-16 05:00:00,"Overcast","cloudy",0.2308,0.18,13.07,13.07,8.51,0.74,1014.3,2.83,4.52,30,0.88,0,16.093,307.6,"rain"
"367",2020-01-16 06:00:00,"Mostly Cloudy","partly-cloudy-night",0.2718,0.24,13.13,13.13,8.77,0.75,1014.5,2.56,4.4,29,0.87,0,16.093,308.9,"rain"
"368",2020-01-16 07:00:00,"Possible Light Rain","rain",0.4202,0.33,13.32,13.32,9.26,0.76,1015,2.25,4.38,31,0.89,0,14.604,310.2,"rain"
"369",2020-01-16 08:00:00,"Possible Drizzle","rain",0.3437,0.33,13.35,13.35,9.51,0.78,1015.6,2.03,4.55,64,0.84,0,16.093,311.4,"rain"
"370",2020-01-16 09:00:00,"Possible Drizzle","rain",0.2536,0.3,13.66,13.66,9.99,0.79,1016.2,2.17,4.39,75,0.75,1,16.093,311.3,"rain"
"371",2020-01-16 10:00:00,"Possible Drizzle","rain",0.3865,0.36,14.23,14.23,10.88,0.8,1016.6,2.57,3.9,64,0.8,2,14.862,309.7,"rain"
"372",2020-01-16 11:00:00,"Possible Light Rain","rain",0.8021,0.48,14.53,14.53,11.6,0.83,1016.4,2.91,3.39,81,0.91,2,11.053,310.5,"rain"
"373",2020-01-16 12:00:00,"Possible Light Rain","rain",0.9759,0.5,14.95,14.95,11.94,0.82,1015.7,3.37,3.98,69,0.93,3,7.949,287,"rain"
"374",2020-01-16 13:00:00,"Possible Light Rain","rain",0.7835,0.44,15.55,15.55,12.08,0.8,1014.8,3.75,5.35,51,0.94,3,8.909,267.1,"rain"
"375",2020-01-16 14:00:00,"Possible Light Rain","rain",0.5582,0.37,15.77,15.77,12.23,0.79,1014,3.34,6.19,67,0.98,3,13.753,275,"rain"
"376",2020-01-16 15:00:00,"Possible Light Rain","rain",0.4031,0.32,15.74,15.74,12.25,0.8,1013.5,3.02,5.97,70,0.98,2,14.981,278.2,"rain"
"377",2020-01-16 16:00:00,"Possible Light Rain","rain",0.4034,0.31,15.81,15.81,12.36,0.8,1013.2,2.83,4.69,72,0.95,1,12.48,279.3,"rain"
"378",2020-01-16 17:00:00,"Possible Light Rain","rain",0.4077,0.3,15.87,15.87,12.36,0.8,1013.4,2.13,3.09,105,0.9,0,15.072,280.1,"rain"
"379",2020-01-16 18:00:00,"Possible Drizzle","rain",0.324,0.29,15.48,15.48,12.48,0.82,1014.4,1.3,2.19,95,0.88,0,16.093,290.8,"rain"
"380",2020-01-16 19:00:00,"Possible Drizzle","rain",0.2465,0.27,14.95,14.95,12.75,0.87,1015.5,1.08,2.17,71,0.9,0,16.093,302.9,"rain"
"381",2020-01-16 20:00:00,"Possible Drizzle","rain",0.266,0.27,14.63,14.63,12.75,0.88,1016,1.43,2.24,46,0.94,0,16.093,305.6,"rain"
"382",2020-01-16 21:00:00,"Overcast","cloudy",0.1891,0.2,14.24,14.24,12.46,0.89,1016.3,1.86,3.65,25,0.96,0,16.093,314,"rain"
"383",2020-01-16 22:00:00,"Overcast","cloudy",0.1112,0.19,13.82,13.82,12.18,0.9,1016.4,1.84,3.84,27,0.95,0,16.093,314.7,"rain"
"384",2020-01-16 23:00:00,"Overcast","cloudy",0.2456,0.25,13.37,13.37,11.92,0.91,1016.5,1.54,3.97,31,0.92,0,16.093,307.2,"rain"
"385",2020-01-17 00:00:00,"Possible Light Rain","rain",0.4096,0.28,13.1,13.1,11.84,0.92,1016.5,2,5.23,28,0.95,0,12.682,305.7,"rain"
"386",2020-01-17 01:00:00,"Possible Drizzle","rain",0.3706,0.33,12.98,12.98,11.84,0.93,1016.4,2.26,4.88,28,0.97,0,16.093,303.9,"rain"
"387",2020-01-17 02:00:00,"Possible Drizzle","rain",0.2191,0.34,12.75,12.75,11.59,0.93,1016.4,2.03,4.49,25,0.95,0,16.093,302,"rain"
"388",2020-01-17 03:00:00,"Possible Drizzle","rain",0.1234,0.32,12.55,12.55,11.42,0.93,1016.3,1.99,4.31,23,0.91,0,16.093,300.6,"rain"
"389",2020-01-17 04:00:00,"Possible Drizzle","rain",0.0693,0.27,12.38,12.38,11.31,0.93,1016.1,2.06,4.32,21,0.84,0,16.093,299.6,"rain"
"390",2020-01-17 05:00:00,"Mostly Cloudy","partly-cloudy-night",0.0442,0.21,12.4,12.4,11.29,0.93,1015.9,2.15,4.43,21,0.78,0,16.093,299.1,"rain"
"391",2020-01-17 06:00:00,"Mostly Cloudy","partly-cloudy-night",0.1002,0.24,12.79,12.79,11.22,0.9,1016,2.22,4.71,18,0.78,0,16.093,299.5,"rain"
"392",2020-01-17 07:00:00,"Mostly Cloudy","partly-cloudy-night",0.1167,0.24,12.9,12.9,11.11,0.89,1016.3,2.2,5.17,21,0.85,0,16.093,300.5,"rain"
"393",2020-01-17 08:00:00,"Overcast","cloudy",0.0498,0.15,12.63,12.63,10.98,0.9,1016.8,2.17,5.48,29,0.92,0,16.093,301.3,"rain"
"394",2020-01-17 09:00:00,"Overcast","cloudy",0.0214,0.1,13.03,13.03,10.9,0.87,1017.2,2.18,5.25,27,0.92,1,16.093,302.3,"rain"
"395",2020-01-17 10:00:00,"Mostly Cloudy","partly-cloudy-day",0.009,0.05,14.23,14.23,11.2,0.82,1017.5,2.22,4.46,15,0.86,2,16.093,303.5,"rain"
"396",2020-01-17 11:00:00,"Mostly Cloudy","partly-cloudy-day",0.0057,0.03,15.6,15.6,11.7,0.78,1017.7,2.26,3.62,1,0.79,3,16.093,305.6,"rain"
"397",2020-01-17 12:00:00,"Mostly Cloudy","partly-cloudy-day",0.0034,0.01,16.55,16.55,12.09,0.75,1017.6,2.15,2.59,345,0.74,3,16.093,296.7,"rain"
"398",2020-01-17 13:00:00,"Mostly Cloudy","partly-cloudy-day",0.0164,0.04,17.24,17.24,12.23,0.72,1016.8,2.04,2.04,328,0.7,4,16.093,289.2,"rain"
"399",2020-01-17 14:00:00,"Mostly Cloudy","partly-cloudy-day",0.0513,0.09,17.5,17.5,12.08,0.7,1015.7,2.06,2.06,319,0.67,3,16.093,293.4,"rain"
"400",2020-01-17 15:00:00,"Mostly Cloudy","partly-cloudy-day",0.0804,0.11,17.39,17.39,11.93,0.7,1015.1,2.01,2.01,315,0.66,2,16.093,294.1,"rain"
"401",2020-01-17 16:00:00,"Mostly Cloudy","partly-cloudy-day",0.1077,0.12,17.25,17.25,11.85,0.71,1014.8,1.92,1.93,318,0.67,1,16.093,291.7,"rain"
"402",2020-01-17 17:00:00,"Mostly Cloudy","partly-cloudy-day",0.087,0.1,16.65,16.65,11.71,0.73,1015.1,1.82,1.96,326,0.68,0,16.093,295.2,"rain"
"403",2020-01-17 18:00:00,"Mostly Cloudy","partly-cloudy-night",0.0421,0.08,15.93,15.93,11.6,0.75,1015.8,1.75,2.2,339,0.73,0,16.093,300.4,"rain"
"404",2020-01-17 19:00:00,"Mostly Cloudy","partly-cloudy-night",0.0241,0.06,15.23,15.23,11.61,0.79,1016.9,1.73,2.58,351,0.85,0,16.093,299.9,"rain"
"405",2020-01-17 20:00:00,"Mostly Cloudy","partly-cloudy-night",0.0156,0.04,14.48,14.48,11.61,0.83,1018,1.76,2.96,353,0.84,0,16.093,299.7,"rain"
"406",2020-01-17 21:00:00,"Mostly Cloudy","partly-cloudy-night",0.0161,0.03,13.99,13.99,11.47,0.85,1018.4,1.76,3.31,3,0.8,0,16.093,299.9,"rain"
"407",2020-01-17 22:00:00,"Mostly Cloudy","partly-cloudy-night",0.0104,0.03,13.43,13.43,11.28,0.87,1018.6,1.61,3.66,1,0.85,0,16.093,300.6,"rain"
"408",2020-01-17 23:00:00,"Mostly Cloudy","partly-cloudy-night",0.0076,0.02,12.71,12.71,11.22,0.91,1018.6,1.5,3.89,347,0.79,0,16.093,301.6,"rain"
"409",2020-01-18 00:00:00,"Mostly Cloudy","partly-cloudy-night",0.0057,0.01,12.28,12.28,11.11,0.93,1018.7,1.49,3.49,351,0.75,0,16.093,301.2,"rain"
"410",2020-01-18 01:00:00,"Mostly Cloudy","partly-cloudy-night",0,0,11.92,11.92,10.74,0.93,1018.8,1.36,2.7,331,0.72,0,16.093,300.7,NA
"411",2020-01-18 02:00:00,"Mostly Cloudy","partly-cloudy-night",0.0045,0.01,11.56,11.56,10.33,0.92,1018.6,1.03,2.07,323,0.73,0,16.093,301.1,"rain"
"412",2020-01-18 03:00:00,"Mostly Cloudy","partly-cloudy-night",0.0061,0.03,11.33,11.33,10.01,0.92,1018.1,0.93,1.55,239,0.64,0,16.093,301.1,"rain"
"413",2020-01-18 04:00:00,"Mostly Cloudy","partly-cloudy-night",0.0083,0.03,10.86,10.86,9.68,0.92,1017.6,0.85,1.16,196,0.63,0,16.093,300.9,"rain"
"414",2020-01-18 05:00:00,"Mostly Cloudy","partly-cloudy-night",0.0108,0.04,10.51,10.51,9.48,0.93,1017.6,0.75,0.93,211,0.63,0,16.093,300.6,"rain"
"415",2020-01-18 06:00:00,"Partly Cloudy","partly-cloudy-night",0.0112,0.03,10.59,10.59,9.51,0.93,1018.2,1.06,1.12,229,0.59,0,16.093,302.1,"rain"
"416",2020-01-18 07:00:00,"Mostly Cloudy","partly-cloudy-night",0.0076,0.03,10.78,10.78,9.61,0.93,1019.1,1.05,1.24,160,0.68,0,16.093,304,"rain"
