"","time","summary","icon","precipIntensity","precipProbability","temperature","apparentTemperature","dewPoint","humidity","pressure","windSpeed","cloudCover","uvIndex","visibility","windBearing","windGust","ozone","precipType"
"1",2018-01-01 00:00:00,"Foggy","fog",0,0,10.72,10.72,8.75,0.88,1015.2,0,0,0,0.706,NA,NA,NA,NA
"2",2018-01-01 01:00:00,"Foggy","fog",0,0,10.84,10.84,8.51,0.86,NA,0,0,0,0.536,NA,NA,NA,NA
"3",2018-01-01 02:00:00,"Foggy","fog",0,0,9.43,9.43,8.18,0.92,1014.4,0,0,0,0.499,NA,NA,NA,NA
"4",2018-01-01 03:00:00,"Foggy","fog",0,0,8.93,8.93,8.24,0.95,1014.4,0,0,0,0.461,NA,NA,NA,NA
"5",2018-01-01 04:00:00,"Foggy","fog",0,0,9.36,9.36,8.06,0.92,NA,0,0,0,0.302,80,NA,NA,NA
"6",2018-01-01 05:00:00,"Foggy","fog",0,0,8.23,8.23,7.41,0.95,1014.4,0.25,0.3,0,0.116,260,NA,NA,NA
"7",2018-01-01 06:00:00,"Foggy","fog",0,0,6.54,6.54,6.28,0.98,1014.4,0.25,0.65,0,0.016,260,NA,NA,NA
"8",2018-01-01 07:00:00,"Foggy","fog",0,0,5.89,5.89,5.74,0.99,NA,0,1,0,0,80,NA,NA,NA
"9",2018-01-01 08:00:00,"Foggy","fog",0,0,8.13,8.13,7.79,0.98,1016.1,0,0.6,0,0,NA,NA,NA,NA
"10",2018-01-01 09:00:00,"Foggy","fog",0,0,10.33,10.33,8.79,0.9,1016.1,0,0.6,1,0.016,NA,NA,NA,NA
"11",2018-01-01 10:00:00,"Foggy","fog",0,0,10.54,10.54,8.77,0.89,NA,0,1,2,0.109,NA,NA,NA,NA
"12",2018-01-01 11:00:00,"Foggy","fog",0,0,12.4,12.4,11.36,0.93,1016.4,0,0.67,3,0.34,NA,NA,NA,NA
"13",2018-01-01 12:00:00,"Foggy","fog",0,0,15.59,15.59,11.36,0.77,1016.4,0,0.1,4,0.656,101,NA,NA,NA
"14",2018-01-01 13:00:00,"Foggy","fog",0,0,18.37,18.37,8.76,0.54,NA,0.81,0,4,0.906,280,NA,NA,NA
"15",2018-01-01 14:00:00,"Foggy","fog",0,0,19.66,19.66,8.89,0.5,1012.9,1.03,0,3,1.099,281,NA,NA,NA
"16",2018-01-01 15:00:00,"Foggy","fog",0,0,20.16,20.16,7.95,0.46,1012.9,1.63,0,2,1.305,299,NA,NA,NA
"17",2018-01-01 16:00:00,"Foggy","fog",0,0,19.9,19.9,4.8,0.36,NA,2.23,0,1,1.51,300,NA,NA,NA
"18",2018-01-01 17:00:00,"Foggy","fog",0,0,17.79,17.79,8.75,0.59,1013.2,0.94,0,0,1.104,296,NA,NA,NA
"19",2018-01-01 18:00:00,"Foggy","fog",0,0,16.28,16.28,12.75,0.79,1013.2,1.01,0,0,0.66,337,NA,NA,NA
"20",2018-01-01 19:00:00,"Foggy","fog",0,0,15.32,15.32,12.03,0.81,NA,1.61,0,0,0.608,351,NA,NA,NA
"21",2018-01-01 20:00:00,"Foggy","fog",0,0,12.97,12.97,11.42,0.9,1014.8,1.1,0,0,0.415,343,NA,NA,NA
"22",2018-01-01 21:00:00,"Foggy","fog",0,0,12.6,12.6,10.86,0.89,1014.8,0.26,0,0,0.325,323,NA,NA,NA
"23",2018-01-01 22:00:00,"Foggy","fog",0,0,12.85,12.85,11.05,0.89,NA,0,0,0,0.231,115,NA,NA,NA
"24",2018-01-01 23:00:00,"Foggy","fog",0,0,11.53,11.53,10.65,0.94,1015.3,0.26,0,0,0.063,247,NA,NA,NA
"25",2018-01-02 00:00:00,"Foggy","fog",0,0,10.47,10.47,10.15,0.98,1015.3,1.06,0,0,0.013,287,NA,NA,NA
"26",2018-01-02 01:00:00,"Foggy","fog",0,0,10.24,10.29,9.51,0.95,NA,1.87,0,0,0.075,301,NA,NA,NA
"27",2018-01-02 02:00:00,"Foggy","fog",0,0,9.53,9.12,8.71,0.95,1014.6,1.98,0,0,0.131,300,NA,NA,NA
"28",2018-01-02 03:00:00,"Foggy","fog",0,0,8.97,7.99,8.77,0.99,1014.6,1.95,0,0,0.125,294,NA,NA,NA
"29",2018-01-02 04:00:00,"Foggy","fog",0,0,9.25,8.15,9.05,0.99,NA,2.17,0,0,0.119,284,NA,NA,NA
"30",2018-01-02 05:00:00,"Foggy","fog",0,0,9.03,8.55,8.77,0.98,1015,1.6,0,0,0.175,282,NA,NA,NA
"31",2018-01-02 06:00:00,"Foggy","fog",0,0,9.1,8.97,8.83,0.98,1015,1.23,0,0,0.224,305,NA,NA,NA
"32",2018-01-02 07:00:00,"Foggy","fog",0,0,8.65,7.72,8.49,0.99,NA,1.88,0,0,0.259,299,NA,NA,NA
"33",2018-01-02 08:00:00,"Foggy","fog",0,0,8.79,8.18,8.34,0.97,1016.7,1.64,0,0,0.452,294,NA,NA,NA
"34",2018-01-02 09:00:00,"Foggy","fog",0,0,9.35,9.16,8.34,0.93,1016.7,1.23,0,1,0.617,283,NA,NA,NA
"35",2018-01-02 10:00:00,"Foggy","fog",0,0,9.5,9.24,8.46,0.93,NA,1.92,0,2,0.586,269,NA,NA,NA
"36",2018-01-02 11:00:00,"Foggy","fog",0,0,11.72,11.75,9.02,0.84,1016.9,1.17,0,3,0.693,264,NA,NA,NA
"37",2018-01-02 12:00:00,"Foggy","fog",0,0,13.84,13.84,8.96,0.72,1016.9,1.49,0,4,0.856,263,NA,NA,NA
"38",2018-01-02 13:00:00,"Foggy","fog",0,0,14.62,14.62,8.92,0.69,NA,2.18,0,4,0.956,280,NA,NA,NA
"39",2018-01-02 14:00:00,"Foggy","fog",0,0,16.45,16.45,9.73,0.64,1014.2,1.5,0,3,0.993,330,NA,NA,NA
"40",2018-01-02 15:00:00,"Foggy","fog",0,0,17.51,17.51,10.29,0.63,1014.2,1.87,0,2,1.099,265,NA,NA,NA
"41",2018-01-02 16:00:00,"Foggy","fog",0,0,17.27,17.27,9.86,0.62,NA,2.51,0,1,1.224,255,NA,NA,NA
"42",2018-01-02 17:00:00,"Foggy","fog",0,0,16.61,16.61,11.01,0.7,1013.8,1.58,0,0,1.099,269,NA,NA,NA
"43",2018-01-02 18:00:00,"Foggy","fog",0,0,14.98,14.98,10.45,0.74,1013.8,0.09,0,0,0.987,222,NA,NA,NA
"44",2018-01-02 19:00:00,"Foggy","fog",0,0,13.7,13.7,8.76,0.72,NA,0,0,0,1,70,NA,NA,NA
"45",2018-01-02 20:00:00,"Foggy","fog",0,0,12.3,12.3,9.58,0.84,1015.6,0,0,0,1.012,NA,NA,NA,NA
"46",2018-01-02 21:00:00,"Foggy","fog",0,0,12.49,12.49,10.2,0.86,1015.6,0,0,0,0.9,NA,NA,NA,NA
"47",2018-01-02 22:00:00,"Foggy","fog",0,0,12.4,12.4,9.49,0.82,NA,0,0,0,0.8,NA,NA,NA,NA
"48",2018-01-02 23:00:00,"Foggy","fog",0,0,10.21,10.21,8.94,0.92,1016.6,0,0,0,0.724,NA,NA,NA,NA
"49",2018-01-03 00:00:00,"Foggy","fog",0,0,9.77,9.77,8.94,0.95,1016.6,0,0,0,0.393,101,NA,NA,NA
"50",2018-01-03 01:00:00,"Foggy","fog",0,0,10.3,10.39,9.5,0.95,NA,1.58,0.54,0,0.124,280,NA,NA,NA
"51",2018-01-03 02:00:00,"Foggy","fog",0,0,9.7,9,9.7,1,1015.8,3.04,0.67,0,0.093,282,NA,NA,NA
"52",2018-01-03 03:00:00,"Foggy","fog",0,0,9.14,7.66,9.14,1,1015.8,2.57,0.6,0,0.093,268,NA,NA,NA
"53",2018-01-03 04:00:00,"Foggy","fog",0,0,9.25,7.77,8.99,0.98,NA,2.73,1,0,0.149,270,NA,NA,NA
"54",2018-01-03 05:00:00,"Foggy","fog",0,0,8.84,8.14,8.59,0.98,1014.1,1.65,0.6,0,0.193,276,NA,NA,NA
"55",2018-01-03 06:00:00,"Foggy","fog",0,0,8.9,9.1,8.03,0.94,1014.1,0,0.67,0,0.299,171,NA,NA,NA
"56",2018-01-03 07:00:00,"Foggy","fog",0,0,8.69,7.66,7.99,0.95,NA,1.6,0.54,0,0.405,270,NA,NA,NA
"57",2018-01-03 08:00:00,"Foggy","fog",0,0,8.62,7.27,8.08,0.96,1017.6,2.52,0,0,0.449,269,NA,NA,NA
"58",2018-01-03 09:00:00,"Foggy","fog",0,0,9.18,8.15,8.08,0.93,1017.6,2.08,0,1,0.506,276,NA,NA,NA
"59",2018-01-03 10:00:00,"Foggy","fog",0,0,9.5,8.76,8,0.9,NA,2.4,0,2,0.48,284,NA,NA,NA
"60",2018-01-03 11:00:00,"Foggy","fog",0,0,11.94,12.02,8,0.77,1018,2.09,0,3,0.65,299,NA,NA,NA
"61",2018-01-03 12:00:00,"Foggy","fog",0,0,13.5,13.5,8,0.69,1018,2.74,0,4,0.806,275,NA,NA,NA
"62",2018-01-03 13:00:00,"Foggy","fog",0,0,13.49,13.49,7.82,0.69,NA,2.63,0,4,0.887,253,NA,NA,NA
"63",2018-01-03 14:00:00,"Foggy","fog",0,0,15.91,15.91,9.61,0.66,1014.7,2.2,0,3,1.112,261,NA,NA,NA
"64",2018-01-03 15:00:00,"Foggy","fog",0,0,16.97,16.97,10.17,0.64,1014.7,2.58,0,2,1.211,265,NA,NA,NA
"65",2018-01-03 16:00:00,"Foggy","fog",0,0,16.2,16.2,8.8,0.61,NA,2.4,0,1,1.211,264,NA,NA,NA
"66",2018-01-03 17:00:00,"Foggy","fog",0,0,15.87,15.87,9.76,0.67,1014.1,1.72,0,0,1.112,267,NA,NA,NA
"67",2018-01-03 18:00:00,"Foggy","fog",0,0,13.61,13.61,9.76,0.78,1014.1,1.79,0,0,0.906,260,NA,NA,NA
"68",2018-01-03 19:00:00,"Foggy","fog",0,0,12.11,12.11,8.91,0.81,NA,1.87,0,0,0.637,247,NA,NA,NA
"69",2018-01-03 20:00:00,"Foggy","fog",0,0,11.51,11.51,9.08,0.85,1016,1.13,0,0,0.487,222,NA,NA,NA
"70",2018-01-03 21:00:00,"Foggy","fog",0,0,10.45,10.48,9.08,0.91,1016,1.54,0,0,0.455,266,NA,NA,NA
"71",2018-01-03 22:00:00,"Foggy","fog",0,0,9.74,9.48,9.07,0.96,NA,1.96,0,0,0.349,290,NA,NA,NA
"72",2018-01-03 23:00:00,"Foggy","fog",0,0,8.6,8.34,8.35,0.98,1016.9,0.71,0,0,0.256,303,NA,NA,NA
"73",2018-01-04 00:00:00,"Foggy","fog",0,0,8.16,8.19,7.85,0.98,1016.9,0,0.5,0,0.093,120,NA,NA,NA
"74",2018-01-04 01:00:00,"Foggy","fog",0,0,7.73,7.73,7.52,0.99,NA,0,1,0,0,NA,NA,NA,NA
"75",2018-01-04 02:00:00,"Foggy","fog",0,0,6.96,6.96,6.93,1,1016,0,0.6,0,0,NA,NA,NA,NA
"76",2018-01-04 03:00:00,"Foggy","fog",0,0,7.09,7.15,7.06,1,1016,0,0.6,0,0,79,NA,NA,NA
"77",2018-01-04 04:00:00,"Foggy","fog",0,0,6.62,6.12,6.39,0.98,NA,0.77,1,0,0,259,NA,NA,NA
"78",2018-01-04 05:00:00,"Foggy","fog",0,0,7.08,6.67,6.89,0.99,1016.1,1.36,1,0,0,264,NA,NA,NA
"79",2018-01-04 06:00:00,"Foggy","fog",0,0,7.2,6.5,7.01,0.99,1016.1,1.6,1,0,0,264,NA,NA,NA
"80",2018-01-04 07:00:00,"Foggy","fog",0,0,5.47,3.66,5.25,0.99,NA,2.26,1,0,0,259,NA,NA,NA
"81",2018-01-04 08:00:00,"Foggy","fog",0,0,6.29,5.53,6.14,0.99,1017.6,1.17,1,0,0,264,NA,NA,NA
"82",2018-01-04 09:00:00,"Foggy","fog",0,0,6.85,6.15,6.7,0.99,1017.6,1.2,1,1,0.019,243,NA,NA,NA
"83",2018-01-04 10:00:00,"Foggy","fog",0,0,6.29,5.01,6.29,1,NA,1.92,1,2,0.075,245,NA,NA,NA
"84",2018-01-04 11:00:00,"Foggy","fog",0,0,9.88,9.56,5.7,0.78,1017.6,1.27,0.67,3,0.356,228,NA,NA,NA
"85",2018-01-04 12:00:00,"Foggy","fog",0,0,13.51,13.56,7.45,0.67,1017.6,1.27,0.1,4,0.815,260,NA,NA,NA
"86",2018-01-04 13:00:00,"Foggy","fog",0,0,16.16,16.16,9.2,0.65,NA,1.84,0,4,1.106,269,NA,NA,NA
"87",2018-01-04 14:00:00,"Foggy","fog",0,0,19.71,19.71,8.73,0.49,1014.2,1.95,0,3,1.379,233,NA,NA,NA
"88",2018-01-04 15:00:00,"Foggy","fog",0,0,20.15,20.15,10.6,0.54,1014.2,2.14,0,2,1.367,103,NA,NA,NA
"89",2018-01-04 16:00:00,"Foggy","fog",0,0,18.17,18.17,10.5,0.61,NA,3.26,0,1,1.18,84,NA,NA,NA
"90",2018-01-04 17:00:00,"Foggy","fog",0,0,16.85,16.85,10.56,0.67,1014.1,2.67,0,0,1.205,70,NA,NA,NA
"91",2018-01-04 18:00:00,"Foggy","fog",0,0,15.41,15.41,10.62,0.73,1014.1,2.35,0,0,1.156,95,NA,NA,NA
"92",2018-01-04 19:00:00,"Foggy","fog",0,0,13.12,13.12,9.99,0.81,NA,2.97,0,0,1.056,110,NA,NA,NA
"93",2018-01-04 20:00:00,"Foggy","fog",0,0,11.58,11.58,9.44,0.87,1016.5,2.32,0,0,0.894,114,NA,NA,NA
"94",2018-01-04 21:00:00,"Foggy","fog",0,0,11.14,11.14,9.44,0.89,1016.5,2.03,0,0,0.788,125,NA,NA,NA
"95",2018-01-04 22:00:00,"Foggy","fog",0,0,11.25,11.25,10.11,0.93,NA,2.4,0,0,0.813,78,NA,NA,NA
"96",2018-01-04 23:00:00,"Foggy","fog",0,0,10.87,10.96,9.64,0.92,1017.1,2.2,0.2,0,0.699,60,NA,NA,NA
"97",2018-01-05 00:00:00,"Foggy","fog",0,0,9.75,9.03,8.52,0.92,1017.1,2.2,0.2,0,0.586,83,NA,NA,NA
"98",2018-01-05 01:00:00,"Foggy","fog",0,0,9.18,7.92,7.91,0.92,NA,2.36,0,0,0.599,90,NA,NA,NA
"99",2018-01-05 02:00:00,"Foggy","fog",0,0,8.89,7.63,8.24,0.96,1016,2.34,0.18,0,0.599,128,NA,NA,NA
"100",2018-01-05 03:00:00,"Foggy","fog",0,0,8.33,6.31,8.24,0.99,1016,3.31,0.35,0,0.617,128,NA,NA,NA
"101",2018-01-05 04:00:00,"Foggy","fog",0,0,8.17,6.37,7.96,0.99,NA,2.95,0,0,0.449,124,NA,NA,NA
"102",2018-01-05 05:00:00,"Foggy","fog",0,0,8.35,7.9,8.16,0.99,1015.1,1.57,0,0,0.281,119,NA,NA,NA
"103",2018-01-05 06:00:00,"Foggy","fog",0,0,8.35,7.83,8.23,0.99,1015.1,1.66,0,0,0.3,125,NA,NA,NA
"104",2018-01-05 07:00:00,"Foggy","fog",0,0,8.26,6.97,7.43,0.95,NA,2.18,0,0,0.3,136,NA,NA,NA
"105",2018-01-05 08:00:00,"Foggy","fog",0,0,7.64,6.7,7.34,0.98,1017.1,1.76,0.07,0,0.288,136,NA,NA,NA
"106",2018-01-05 09:00:00,"Foggy","fog",0,0,7.45,6.44,7.45,1,1017.1,1.8,0.07,1,0.368,117,NA,NA,NA
"107",2018-01-05 10:00:00,"Foggy","fog",0,0,9.65,9.03,9.16,0.97,NA,1.79,0,2,0.756,94,NA,NA,NA
"108",2018-01-05 11:00:00,"Foggy","fog",0,0,12.1,12.17,8.91,0.81,1017.2,1.86,0,3,1.075,88,NA,NA,NA
"109",2018-01-05 12:00:00,"Foggy","fog",0,0,15.16,15.16,7.1,0.59,1017.2,2.23,0,4,1.137,120,NA,NA,NA
"110",2018-01-05 13:00:00,"Foggy","fog",0,0,18.53,18.53,6.77,0.46,NA,2.08,0,4,1.355,161,NA,NA,NA
"111",2018-01-05 14:00:00,"Foggy","fog",0,0,18.72,18.72,8.65,0.52,1014.2,2.06,0,3,1.535,132,NA,NA,NA
"112",2018-01-05 15:00:00,"Foggy","fog",0,0,18.72,18.72,9.22,0.54,1014.2,2.32,0,2,1.348,118,NA,NA,NA
"113",2018-01-05 16:00:00,"Foggy","fog",0,0,18.37,18.37,7.73,0.5,NA,3.02,0,1,1.18,110,NA,NA,NA
"114",2018-01-05 17:00:00,"Foggy","fog",0,0,16.42,16.42,9.34,0.63,1013.8,1.91,0,0,1.186,82,NA,NA,NA
"115",2018-01-05 18:00:00,"Foggy","fog",0,0,14.3,14.3,9.34,0.72,1013.8,1.97,0,0,1.299,83,NA,NA,NA
"116",2018-01-05 19:00:00,"Foggy","fog",0,0,13.18,13.18,7.8,0.7,NA,2.45,0,0,1.411,102,NA,NA,NA
"117",2018-01-05 20:00:00,"Foggy","fog",0,0,12.14,12.14,8.42,0.78,1015.5,1.3,0,0,1.398,141,NA,NA,NA
"118",2018-01-05 21:00:00,"Foggy","fog",0,0,11.7,11.7,9.04,0.84,1015.5,1.4,0,0,1.436,138,NA,NA,NA
"119",2018-01-05 22:00:00,"Foggy","fog",0,0,11.35,11.35,8.54,0.83,NA,1.58,0,0,1.112,109,NA,NA,NA
"120",2018-01-05 23:00:00,"Foggy","fog",0,0,9.36,9.39,7.66,0.89,1015.7,0.91,0,0,0.668,84,NA,NA,NA
"121",2018-01-06 00:00:00,"Foggy","fog",0,0,8.93,8.67,7.73,0.92,1015.7,1,0,0,0.543,153,NA,NA,NA
"122",2018-01-06 01:00:00,"Foggy","fog",0,0,9.3,9.04,8.07,0.92,NA,0.82,0,0,0.449,162,NA,NA,NA
"123",2018-01-06 02:00:00,"Foggy","fog",0,0,8.66,8.69,7.75,0.94,1014.9,0,0,0,0.352,341,NA,NA,NA
"124",2018-01-06 03:00:00,"Foggy","fog",0,0,8.1,8.1,7.18,0.94,1014.9,0,0,0,0.21,NA,NA,NA,NA
"125",2018-01-06 04:00:00,"Foggy","fog",0,0,8.33,8.33,7.01,0.91,NA,0,0,0,0.213,NA,NA,NA,NA
"126",2018-01-06 05:00:00,"Foggy","fog",0,0,7.33,7.38,6.67,0.96,1014,0,0,0,0.343,101,NA,NA,NA
"127",2018-01-06 06:00:00,"Foggy","fog",0,0,6.26,5.83,6.17,0.99,1014,0.75,0,0,0.284,283,NA,NA,NA
"128",2018-01-06 07:00:00,"Foggy","fog",0,0,5.63,4.56,5.44,0.99,NA,1.66,0,0,0.143,270,NA,NA,NA
"129",2018-01-06 08:00:00,"Foggy","fog",0,0,5.52,5.05,5.27,0.98,1015.9,0.91,0.1,0,0.069,253,NA,NA,NA
"130",2018-01-06 09:00:00,"Foggy","fog",0,0,6.65,6.33,5.83,0.95,1015.9,0.91,0.67,1,0.038,279,NA,NA,NA
"131",2018-01-06 10:00:00,"Foggy","fog",0,0,7.41,6.65,6.36,0.93,NA,1.56,1,2,0.094,259,NA,NA,NA
"132",2018-01-06 11:00:00,"Foggy","fog",0,0,11.2,10.9,8.3,0.83,1015.6,1.56,0.5,3,0.445,260,NA,NA,NA
"133",2018-01-06 12:00:00,"Foggy","fog",0,0,13.76,13.8,9.43,0.75,1015.6,1.83,0,4,0.824,261,NA,NA,NA
"134",2018-01-06 13:00:00,"Foggy","fog",0,0,14.47,14.47,8.59,0.68,NA,2.64,0,4,0.95,273,NA,NA,NA
"135",2018-01-06 14:00:00,"Foggy","fog",0,0,17.87,17.87,6.96,0.49,1013.6,2.97,0,3,1.106,285,NA,NA,NA
"136",2018-01-06 15:00:00,"Foggy","fog",0,0,19.43,19.43,6.45,0.43,1013.6,2.93,0,2,1.199,296,NA,NA,NA
"137",2018-01-06 16:00:00,"Foggy","fog",0,0,18.75,18.75,6.97,0.46,NA,2.92,0,1,1.292,313,NA,NA,NA
"138",2018-01-06 17:00:00,"Foggy","fog",0,0,17.95,17.95,7.7,0.51,1013,2.21,0,0,1.46,298,NA,NA,NA
"139",2018-01-06 18:00:00,"Foggy","fog",0,0,16.39,16.39,7.7,0.56,1013,1.71,0,0,1.504,289,NA,NA,NA
"140",2018-01-06 19:00:00,"Foggy","fog",0,0,14.75,14.75,6.83,0.59,NA,0.7,0,0,1.498,303,NA,NA,NA
"141",2018-01-06 20:00:00,"Foggy","fog",0,0,12.54,12.54,7.73,0.73,1014.6,0.06,0,0,1.516,269,NA,NA,NA
"142",2018-01-06 21:00:00,"Foggy","fog",0,0,11.48,11.48,8.24,0.8,1014.6,1.1,0,0,1.361,272,NA,NA,NA
"143",2018-01-06 22:00:00,"Foggy","fog",0,0,12.46,12.46,8.58,0.77,NA,0.73,0,0,1.081,272,NA,NA,NA
"144",2018-01-06 23:00:00,"Foggy","fog",0,0,10.7,10.73,8.27,0.85,1015.8,0.56,0,0,1,239,NA,NA,NA
"145",2018-01-07 00:00:00,"Foggy","fog",0,0,9.01,8.78,7.08,0.88,1015.8,1.5,0,0,0.925,259,NA,NA,NA
"146",2018-01-07 01:00:00,"Foggy","fog",0,0,9.24,8.77,6.97,0.86,NA,1.49,0,0,0.59,271,NA,NA,NA
"147",2018-01-07 02:00:00,"Foggy","fog",0,0,9.02,8.29,7.04,0.87,1014.5,1.74,0,0,0.349,268,NA,NA,NA
"148",2018-01-07 03:00:00,"Foggy","fog",0,0,8.52,7.73,7.1,0.91,1014.5,1.74,0,0,0.346,263,NA,NA,NA
"149",2018-01-07 04:00:00,"Foggy","fog",0,0,7.65,6.99,6.49,0.92,NA,1.48,0,0,0.359,254,NA,NA,NA
"150",2018-01-07 05:00:00,"Foggy","fog",0,0,7.42,6.75,5.94,0.9,1015.4,1.46,0,0,0.287,250,NA,NA,NA
"151",2018-01-07 06:00:00,"Foggy","fog",0,0,6.86,5.75,6,0.94,1015.4,1.8,0.5,0,0.09,251,NA,NA,NA
"152",2018-01-07 07:00:00,"Foggy","fog",0,0,6.63,5.14,5.97,0.96,NA,2.13,1,0,0,246,NA,NA,NA
"153",2018-01-07 08:00:00,"Foggy","fog",0,0,7.06,5.72,6.24,0.95,1016.6,2.03,0.67,0,0,235,NA,NA,NA
"154",2018-01-07 09:00:00,"Foggy","fog",0,0,7.37,5.6,6.74,0.96,1016.6,2.57,0.1,1,0.247,250,NA,NA,NA
"155",2018-01-07 10:00:00,"Foggy","fog",0,0,9.49,8.5,7.58,0.88,NA,3.38,0,2,0.765,260,NA,NA,NA
"156",2018-01-07 11:00:00,"Foggy","fog",0,0,13.7,13.82,7.61,0.68,1016.5,3.88,0,3,1.124,264,NA,NA,NA
"157",2018-01-07 12:00:00,"Foggy","fog",0,0,16.2,16.2,7.05,0.54,1016.5,4.04,0,4,1.232,275,NA,NA,NA
"158",2018-01-07 13:00:00,"Foggy","fog",0,0,17.1,17.1,6.5,0.5,NA,5,0,4,1.496,286,NA,NA,NA
"159",2018-01-07 14:00:00,"Foggy","fog",0,0,19.36,19.36,5.95,0.42,1013.9,5.03,0,3,2.226,292,NA,NA,NA
"160",2018-01-07 15:00:00,"Clear","clear-day",0,0,20.42,20.42,5.39,0.37,1013.9,4.58,0,2,3.712,286,NA,NA,NA
"161",2018-01-07 16:00:00,"Clear","clear-day",0,0,19.78,19.78,5.31,0.39,NA,5.26,0,1,4.668,279,NA,NA,NA
"162",2018-01-07 17:00:00,"Clear","clear-day",0,0,18.62,18.62,7.19,0.48,1014.1,4.15,0,0,4.031,291,NA,NA,NA
"163",2018-01-07 18:00:00,"Clear","clear-night",0,0,17.12,17.12,7.68,0.54,1014.1,3.37,0,0,3.236,281,NA,NA,NA
"164",2018-01-07 19:00:00,"Foggy","fog",0,0,15.21,15.21,6.85,0.57,NA,3.18,0,0,2.591,253,NA,NA,NA
"165",2018-01-07 20:00:00,"Foggy","fog",0,0,13.19,13.19,7.77,0.7,1015.9,1.99,0,0,1.97,255,NA,NA,NA
"166",2018-01-07 21:00:00,"Foggy","fog",0,0,12.19,12.19,7.21,0.72,1015.9,2.36,0,0,1.625,270,NA,NA,NA
"167",2018-01-07 22:00:00,"Foggy","fog",0,0,12.31,12.31,5.78,0.64,NA,3.07,0,0,1.51,270,NA,NA,NA
"168",2018-01-07 23:00:00,"Foggy","fog",0,0,11.29,11.32,6.67,0.74,1016.2,1.43,0,0,1.261,266,NA,NA,NA
"169",2018-01-08 00:00:00,"Foggy","fog",0,0,9.6,9.37,6.67,0.82,1016.2,0.84,0,0,0.881,253,NA,NA,NA
"170",2018-01-08 01:00:00,"Foggy","fog",0,0,9.14,8.65,5.92,0.8,NA,1.57,0,0,0.693,256,NA,NA,NA
"171",2018-01-08 02:00:00,"Foggy","fog",0,0,9.27,8.82,6,0.8,1016.5,1.5,0,0,0.536,251,NA,NA,NA
"172",2018-01-08 03:00:00,"Foggy","fog",0,0,8.77,8.28,6.06,0.83,1016.5,1.46,0,0,0.499,240,NA,NA,NA
"173",2018-01-08 04:00:00,"Foggy","fog",0,0,7.68,6.61,5.46,0.86,NA,1.9,0,0,0.452,228,NA,NA,NA
"174",2018-01-08 05:00:00,"Foggy","fog",0,0,6.77,6.09,5.31,0.91,1016.1,1.24,0,0,0.365,230,NA,NA,NA
"175",2018-01-08 06:00:00,"Foggy","fog",0,0,6.89,6.61,4.82,0.87,1016.1,0.87,0,0,0.371,252,NA,NA,NA
"176",2018-01-08 07:00:00,"Foggy","fog",0,0,6.69,5.77,3.79,0.82,NA,1.59,0,0,0.389,245,NA,NA,NA
"177",2018-01-08 08:00:00,"Foggy","fog",0,0,6.37,5.92,4.94,0.91,1017.9,1.27,0,0,0.486,246,NA,NA,NA
"178",2018-01-08 09:00:00,"Foggy","fog",0,0,8.56,8.61,6.56,0.87,1017.9,1.6,0,1,0.699,245,NA,NA,NA
"179",2018-01-08 10:00:00,"Foggy","fog",0,0,11.08,11.08,7.66,0.79,NA,2.09,0,2,0.894,243,NA,NA,NA
"180",2018-01-08 11:00:00,"Foggy","fog",0,0,14.78,14.78,7.35,0.62,1018.2,2.6,0,3,1.151,261,NA,NA,NA
"181",2018-01-08 12:00:00,"Foggy","fog",0,0,17.97,17.97,6.22,0.46,1018.2,3.19,0,4,1.375,280,NA,NA,NA
"182",2018-01-08 13:00:00,"Foggy","fog",0,0,18.68,18.68,5.41,0.42,NA,2.8,0,4,1.841,292,NA,NA,NA
"183",2018-01-08 14:00:00,"Foggy","fog",0,0,19.95,19.95,5.45,0.39,1016.2,2.96,0,3,2.351,282,NA,NA,NA
"184",2018-01-08 15:00:00,"Foggy","fog",0,0,20.51,20.51,5.51,0.37,1016.2,3.55,0,2,2.852,279,NA,NA,NA
"185",2018-01-08 16:00:00,"Clear","clear-day",0,0,19.77,19.77,4.76,0.37,NA,3.72,0,1,3.394,275,NA,NA,NA
"186",2018-01-08 17:00:00,"Clear","clear-day",0,0,18.68,18.68,6.5,0.45,1016.3,2.73,0,0,3.588,278,NA,NA,NA
"187",2018-01-08 18:00:00,"Foggy","fog",0,0,16.68,16.68,7.62,0.55,1016.3,1.65,0,0,2.979,279,NA,NA,NA
"188",2018-01-08 19:00:00,"Foggy","fog",0,0,13.6,13.6,6.82,0.64,NA,0.73,0,0,2.105,255,NA,NA,NA
"189",2018-01-08 20:00:00,"Foggy","fog",0,0,11.45,11.45,8.02,0.8,1018.9,0,0,0,1.687,79,NA,NA,NA
"190",2018-01-08 21:00:00,"Foggy","fog",0,0,11.64,11.64,8.08,0.79,1018.9,0,0,0,1.323,NA,NA,NA,NA
"191",2018-01-08 22:00:00,"Foggy","fog",0,0,12.44,12.44,6.31,0.66,NA,0,0,0,1.193,NA,NA,NA,NA
"192",2018-01-08 23:00:00,"Foggy","fog",0,0,10.72,10.72,6.57,0.76,1019.7,0,0,0,1.106,NA,NA,NA,NA
"193",2018-01-09 00:00:00,"Foggy","fog",0,0,9.66,9.66,6.63,0.82,1019.7,0,0,0,0.943,NA,NA,NA,NA
